Gene,Description,log2FC,mean_Ctrl,mean_NE,pvalue,padj,-log10padj,Direction,Significant
PROT_0369,Uncharacterized protein 369,-2.8718214517562153,26.72831210293786,23.856490651181645,0.35937868906246356,0.8160288439000867,0.08829449011225132,NS,False
PROT_0372,Uncharacterized protein 372,2.6892157833565307,20.461928760346115,23.151144543702646,0.1055675550121831,0.8160288439000867,0.08829449011225132,NS,False
PROT_0373,Uncharacterized protein 373,-0.6083373583625331,21.284779306116306,20.676441947753773,0.2247834370926337,0.8160288439000867,0.08829449011225132,NS,False
PROT_0342,Uncharacterized protein 342,-4.645095412184819,26.799159141585623,22.154063729400804,0.20026854730359825,0.8160288439000867,0.08829449011225132,NS,False
PROT_0345,Uncharacterized protein 345,-3.8222459033863316,25.67464977813735,21.85240387475102,0.19355581288771476,0.8160288439000867,0.08829449011225132,NS,False
PROT_0326,Uncharacterized protein 326,2.9707560236904165,26.27217846212427,29.242934485814686,0.47451174222761583,0.8160288439000867,0.08829449011225132,NS,False
PROT_0327,Uncharacterized protein 327,-3.3153709228298105,29.72551867101374,26.41014774818393,0.395445477212749,0.8160288439000867,0.08829449011225132,NS,False
PROT_0079,Uncharacterized protein 79,-0.3786270535892555,20.771902825788285,20.39327577219903,0.3902161600837625,0.8160288439000867,0.08829449011225132,NS,False
PROT_0080,Uncharacterized protein 80,2.9724856024820454,25.436751544561,28.409237147043047,0.4518136140010232,0.8160288439000867,0.08829449011225132,NS,False
PROT_0083,Uncharacterized protein 83,3.0296363969475486,24.37731802407842,27.40695442102597,0.31695351267872773,0.8160288439000867,0.08829449011225132,NS,False
PROT_0084,Uncharacterized protein 84,-0.8251944618927816,32.570002588321024,31.744808126428243,0.0829596978691674,0.8160288439000867,0.08829449011225132,NS,False
PROT_0048,Uncharacterized protein 48,-2.0164011782827345,24.44106976831343,22.424668590030695,0.4468097789316775,0.8160288439000867,0.08829449011225132,NS,False
ICAM1,Intercellular adhesion molecule 1,-4.698309922046562,26.485916810355775,21.787606888309213,0.25318120131394883,0.8160288439000867,0.08829449011225132,NS,False
PROT_0050,Uncharacterized protein 50,0.7441943092476748,22.407443086464767,23.15163739571244,0.414320432007841,0.8160288439000867,0.08829449011225132,NS,False
PROT_0052,Uncharacterized protein 52,-1.8318215266457827,24.96883729094378,23.137015764298,0.32487664022540125,0.8160288439000867,0.08829449011225132,NS,False
PROT_0054,Uncharacterized protein 54,-4.748666822789531,25.86931458248375,21.12064775969422,0.190264144859559,0.8160288439000867,0.08829449011225132,NS,False
PROT_0095,Uncharacterized protein 95,-2.5502764800357447,28.095466513600527,25.545190033564783,0.44062755650803326,0.8160288439000867,0.08829449011225132,NS,False
SELL,L-selectin,-6.632884118044355,34.372911650181244,27.74002753213689,0.24737606691767078,0.8160288439000867,0.08829449011225132,NS,False
PROT_0098,Uncharacterized protein 98,-1.4507468279858706,21.60850833902798,20.15776151104211,0.3790166376269926,0.8160288439000867,0.08829449011225132,NS,False
PROT_0099,Uncharacterized protein 99,-1.500469814917789,24.12502571454968,22.62455589963189,0.39094918808900553,0.8160288439000867,0.08829449011225132,NS,False
PROT_0424,Uncharacterized protein 424,1.8975118235068074,21.724159717920003,23.62167154142681,0.2884855618329939,0.8160288439000867,0.08829449011225132,NS,False
PROT_0425,Uncharacterized protein 425,-2.916483409496365,28.614527461703343,25.698044052206978,0.45940603306267996,0.8160288439000867,0.08829449011225132,NS,False
PROT_0067,Uncharacterized protein 67,-0.7138624288191835,19.747485574285772,19.03362314546659,0.33078516136483366,0.8160288439000867,0.08829449011225132,NS,False
PROT_0069,Uncharacterized protein 69,-0.795194676073443,19.882459569940433,19.08726489386699,0.28565033100561027,0.8160288439000867,0.08829449011225132,NS,False
PROT_0071,Uncharacterized protein 71,-1.573123977767672,23.87730178013341,22.30417780236574,0.4483517325326486,0.8160288439000867,0.08829449011225132,NS,False
PROT_0072,Uncharacterized protein 72,0.5716513432784431,29.86364146755979,30.435292810838234,0.32854465527798454,0.8160288439000867,0.08829449011225132,NS,False
PROT_0073,Uncharacterized protein 73,2.4219466123347786,23.64397139749021,26.065918009824987,0.43625854211723314,0.8160288439000867,0.08829449011225132,NS,False
PROT_0075,Uncharacterized protein 75,-2.7240870792616363,27.061125467451046,24.33703838818941,0.38427580773661907,0.8160288439000867,0.08829449011225132,NS,False
PROT_0077,Uncharacterized protein 77,-2.1614364035314324,26.083741886030776,23.922305482499343,0.31390683131649494,0.8160288439000867,0.08829449011225132,NS,False
PROT_0364,Uncharacterized protein 364,-3.7772854510513802,30.52885310889364,26.75156765784226,0.4699934287737553,0.8160288439000867,0.08829449011225132,NS,False
PROT_0365,Uncharacterized protein 365,1.651929521318877,22.014643738024315,23.666573259343192,0.30738589305566305,0.8160288439000867,0.08829449011225132,NS,False
PROT_0367,Uncharacterized protein 367,-0.4755319069154922,26.220277828128165,25.744745921212672,0.21372524515522245,0.8160288439000867,0.08829449011225132,NS,False
PROT_0429,Uncharacterized protein 429,3.7248111380241262,25.90512173734835,29.629932875372475,0.45585315075030225,0.8160288439000867,0.08829449011225132,NS,False
PROT_0431,Uncharacterized protein 431,1.557825730587762,21.68450224625393,23.242327976841693,0.3991978492098864,0.8160288439000867,0.08829449011225132,NS,False
PROT_0433,Uncharacterized protein 433,-0.7092652951055598,20.603550146774605,19.894284851669045,0.19319444008816228,0.8160288439000867,0.08829449011225132,NS,False
PROT_0435,Uncharacterized protein 435,1.0863408933056071,25.925580996872696,27.011921890178304,0.07799732522312328,0.8160288439000867,0.08829449011225132,NS,False
PROT_0360,Uncharacterized protein 360,-3.4475435987672327,27.379655417394492,23.93211181862726,0.36262885359034136,0.8160288439000867,0.08829449011225132,NS,False
PROT_0103,Uncharacterized protein 103,2.310088800439299,25.43070231730886,27.74079111774816,0.40268440697266156,0.8160288439000867,0.08829449011225132,NS,False
PROT_0106,Uncharacterized protein 106,0.45404578128133366,30.16319040639395,30.617236187675285,0.2771060284109101,0.8160288439000867,0.08829449011225132,NS,False
PROT_0362,Uncharacterized protein 362,0.5376778653467795,20.49886942992455,21.03654729527133,0.40071677903581265,0.8160288439000867,0.08829449011225132,NS,False
PROT_0108,Uncharacterized protein 108,0.48034845842180474,20.517976015953806,20.99832447437561,0.45776274631861047,0.8160288439000867,0.08829449011225132,NS,False
PROT_0109,Uncharacterized protein 109,-1.3289230716211122,20.67235661660816,19.343433544987047,0.13487544503033044,0.8160288439000867,0.08829449011225132,NS,False
PROT_0085,Uncharacterized protein 85,3.411041188171378,20.339527312701723,23.7505685008731,0.17513858540878868,0.8160288439000867,0.08829449011225132,NS,False
PROT_0043,Uncharacterized protein 43,-0.6427381935559566,27.104690262709838,26.46195206915388,0.3250637547877844,0.8160288439000867,0.08829449011225132,NS,False
PROT_0088,Uncharacterized protein 88,1.176407278422559,21.751050061482754,22.927457339905313,0.07315287307538368,0.8160288439000867,0.08829449011225132,NS,False
PROT_0089,Uncharacterized protein 89,-0.3915575122777639,27.684571099368835,27.29301358709107,0.29211404155946524,0.8160288439000867,0.08829449011225132,NS,False
PROT_0092,Uncharacterized protein 92,0.5343779129152715,23.404826455901077,23.93920436881635,0.17558549191695721,0.8160288439000867,0.08829449011225132,NS,False
PROT_0093,Uncharacterized protein 93,2.1454347446379245,24.548174986517335,26.69360973115526,0.43371922638096705,0.8160288439000867,0.08829449011225132,NS,False
PROT_0337,Uncharacterized protein 337,5.666398258893363,23.702973856475484,29.369372115368847,0.19939595711022012,0.8160288439000867,0.08829449011225132,NS,False
PROT_0044,Uncharacterized protein 44,7.026312495649826,22.776240524048223,29.80255301969805,0.15829400728949436,0.8160288439000867,0.08829449011225132,NS,False
PROT_0340,Uncharacterized protein 340,0.574423533562296,24.282124859181025,24.85654839274332,0.260133727413676,0.8160288439000867,0.08829449011225132,NS,False
PROT_0011,Uncharacterized protein 11,0.6345195451212362,25.400668064655125,26.03518760977636,0.14575643755050333,0.8160288439000867,0.08829449011225132,NS,False
PROT_0304,Uncharacterized protein 304,0.7676496970715618,23.067867518063736,23.835517215135297,0.30853109178605653,0.8160288439000867,0.08829449011225132,NS,False
PROT_0305,Uncharacterized protein 305,-0.4247675394858277,24.108475386661542,23.683707847175715,0.21802728126911486,0.8160288439000867,0.08829449011225132,NS,False
PROT_0306,Uncharacterized protein 306,-2.1844332047554893,24.482454780739133,22.298021575983643,0.20067515158416246,0.8160288439000867,0.08829449011225132,NS,False
PROT_0118,Uncharacterized protein 118,-2.6878676733367683,27.3301433521205,24.642275678783733,0.3333572727551848,0.8160288439000867,0.08829449011225132,NS,False
PROT_0120,Uncharacterized protein 120,1.625324642915345,24.142749315347356,25.7680739582627,0.39152966511476145,0.8160288439000867,0.08829449011225132,NS,False
PROT_0122,Uncharacterized protein 122,2.1687338916243384,24.368102296294598,26.536836187918937,0.36107487503483643,0.8160288439000867,0.08829449011225132,NS,False
PROT_0124,Uncharacterized protein 124,3.00510917672117,25.669399720856713,28.674508897577883,0.4514045988185947,0.8160288439000867,0.08829449011225132,NS,False
PROT_0125,Uncharacterized protein 125,0.5243018161252522,29.691858408400773,30.216160224526025,0.16475428743042364,0.8160288439000867,0.08829449011225132,NS,False
PROT_0454,Uncharacterized protein 454,-3.7747946614761396,29.32075126976092,25.54595660828478,0.3658469429240286,0.8160288439000867,0.08829449011225132,NS,False
PROT_0127,Uncharacterized protein 127,1.1116682182803004,21.414417638436372,22.526085856716673,0.07215176241154728,0.8160288439000867,0.08829449011225132,NS,False
PROT_0426,Uncharacterized protein 426,-0.6862718412404547,20.72917745477821,20.042905613537755,0.3973394501133975,0.8160288439000867,0.08829449011225132,NS,False
PROT_0427,Uncharacterized protein 427,-1.5090663126109263,23.56367841639667,22.054612103785743,0.1620111795925259,0.8160288439000867,0.08829449011225132,NS,False
PROT_0018,Uncharacterized protein 18,1.189626660678595,21.096096676808546,22.28572333748714,0.2096682586630407,0.8160288439000867,0.08829449011225132,NS,False
PROT_0002,Uncharacterized protein 2,-4.152409804878758,31.184418616378434,27.032008811499676,0.2923037170380485,0.8160288439000867,0.08829449011225132,NS,False
PROT_0144,Uncharacterized protein 144,-1.1246856431753187,20.52060733470236,19.39592169152704,0.2576881849580129,0.8160288439000867,0.08829449011225132,NS,False
PROT_0145,Uncharacterized protein 145,-0.4677752009635654,24.35645332182523,23.888678120861666,0.3260665875857218,0.8160288439000867,0.08829449011225132,NS,False
PROT_0110,Uncharacterized protein 110,0.45228542277072137,28.999934976867568,29.45222039963829,0.4732190050830712,0.8160288439000867,0.08829449011225132,NS,False
PROT_0111,Uncharacterized protein 111,-0.6635059287253569,27.20758260426344,26.544076675538083,0.20066203601464863,0.8160288439000867,0.08829449011225132,NS,False
PROT_0112,Uncharacterized protein 112,0.31150395493258287,24.351389697810408,24.66289365274299,0.4542108311468653,0.8160288439000867,0.08829449011225132,NS,False
PROT_0114,Uncharacterized protein 114,0.6102029305772732,21.7601057141994,22.370308644776674,0.046781254548091095,0.8160288439000867,0.08829449011225132,NS,False
PROT_0115,Uncharacterized protein 115,-4.234450782037378,32.13663946649965,27.902188684462274,0.4398208006244277,0.8160288439000867,0.08829449011225132,NS,False
PROT_0116,Uncharacterized protein 116,2.6790083942599274,22.64835018794622,25.32735858220615,0.34593218529497866,0.8160288439000867,0.08829449011225132,NS,False
PROT_0117,Uncharacterized protein 117,-1.7792674917839406,25.588176286452512,23.80890879466857,0.3379552376895386,0.8160288439000867,0.08829449011225132,NS,False
PROT_0329,Uncharacterized protein 329,-0.3483785957776213,24.141358545097162,23.79297994931954,0.3465716066939917,0.8160288439000867,0.08829449011225132,NS,False
PROT_0330,Uncharacterized protein 330,0.4838217473671129,23.968289687785845,24.452111435152958,0.32848326749410856,0.8160288439000867,0.08829449011225132,NS,False
PROT_0331,Uncharacterized protein 331,1.1453462053266321,20.157278447808007,21.30262465313464,0.2725111598153863,0.8160288439000867,0.08829449011225132,NS,False
PROT_0042,Uncharacterized protein 42,0.8362977413343096,20.622877808521476,21.459175549855786,0.17641771830577632,0.8160288439000867,0.08829449011225132,NS,False
PROT_0336,Uncharacterized protein 336,-3.0699212164554375,25.632856150840567,22.56293493438513,0.3285607960906339,0.8160288439000867,0.08829449011225132,NS,False
PROT_0153,Uncharacterized protein 153,-0.7773606763907814,24.317261706509854,23.539901030119072,0.19018273827157653,0.8160288439000867,0.08829449011225132,NS,False
PROT_0154,Uncharacterized protein 154,0.8470541268727807,20.64931885649088,21.49637298336366,0.45341853942623994,0.8160288439000867,0.08829449011225132,NS,False
PROT_0155,Uncharacterized protein 155,-4.521026222460836,32.69891401324288,28.17788779078204,0.44964356849056397,0.8160288439000867,0.08829449011225132,NS,False
PROT_0156,Uncharacterized protein 156,-0.7037009649678296,25.069128821093837,24.365427856126008,0.12233658936168575,0.8160288439000867,0.08829449011225132,NS,False
PROT_0158,Uncharacterized protein 158,1.8195684850535372,23.131847229854728,24.951415714908265,0.39189471094805484,0.8160288439000867,0.08829449011225132,NS,False
PROT_0160,Uncharacterized protein 160,3.7532877791256,19.42962446802557,23.18291224715117,0.17693265367785865,0.8160288439000867,0.08829449011225132,NS,False
PROT_0161,Uncharacterized protein 161,-0.2363134860491911,23.19984289433584,22.96352940828665,0.42327058628960035,0.8160288439000867,0.08829449011225132,NS,False
PROT_0164,Uncharacterized protein 164,-0.2853739170931604,23.713559687033534,23.428185769940374,0.13134007024170669,0.8160288439000867,0.08829449011225132,NS,False
PROT_0165,Uncharacterized protein 165,1.163755605655723,21.70599478295477,22.869750388610495,0.4271709639602176,0.8160288439000867,0.08829449011225132,NS,False
PROT_0128,Uncharacterized protein 128,2.2092056985721875,20.272459681522506,22.481665380094693,0.419251735195299,0.8160288439000867,0.08829449011225132,NS,False
PROT_0129,Uncharacterized protein 129,3.0098357498826473,20.650062948397185,23.659898698279832,0.3386349001364965,0.8160288439000867,0.08829449011225132,NS,False
PROT_0130,Uncharacterized protein 130,2.9394198578618465,25.713224587062584,28.65264444492443,0.4155409158712976,0.8160288439000867,0.08829449011225132,NS,False
PROT_0131,Uncharacterized protein 131,0.6077916010626971,19.429120719010726,20.036912320073423,0.43359369220237487,0.8160288439000867,0.08829449011225132,NS,False
PROT_0132,Uncharacterized protein 132,-0.3083720718098455,29.92168102185674,29.613308950046896,0.19043027666554121,0.8160288439000867,0.08829449011225132,NS,False
HLA-DR,HLA class II histocompatibility antigen DR,1.1773086436174829,30.426973342049365,31.604281985666848,0.10455629302710799,0.8160288439000867,0.08829449011225132,NS,False
PROT_0140,Uncharacterized protein 140,-0.5835663605760537,21.511808262971055,20.928241902395,0.11867978514645379,0.8160288439000867,0.08829449011225132,NS,False
PROT_0168,Uncharacterized protein 168,0.30596368287381637,29.375709607663413,29.68167329053723,0.25169429797586174,0.8160288439000867,0.08829449011225132,NS,False
PROT_0172,Uncharacterized protein 172,-0.8091313085543419,19.344232327906468,18.535101019352126,0.3605722780598932,0.8160288439000867,0.08829449011225132,NS,False
PROT_0173,Uncharacterized protein 173,-2.125971109325654,23.8338632351314,21.707892125805746,0.37040379201695234,0.8160288439000867,0.08829449011225132,NS,False
PROT_0174,Uncharacterized protein 174,2.5528292728091913,21.596844447407744,24.149673720216935,0.2983581828345478,0.8160288439000867,0.08829449011225132,NS,False
PROT_0175,Uncharacterized protein 175,0.5258903156358272,20.29304949472878,20.818939810364608,0.3129816931654815,0.8160288439000867,0.08829449011225132,NS,False
PROT_0176,Uncharacterized protein 176,-0.8563062512765605,23.087243851036988,22.230937599760427,0.2670487565164203,0.8160288439000867,0.08829449011225132,NS,False
PROT_0178,Uncharacterized protein 178,0.23456537031057323,30.282004964334348,30.51657033464492,0.4115161345652163,0.8160288439000867,0.08829449011225132,NS,False
PROT_0180,Uncharacterized protein 180,3.174311046224801,25.94969430997685,29.12400535620165,0.4061588726294342,0.8160288439000867,0.08829449011225132,NS,False
PROT_0181,Uncharacterized protein 181,-2.6086931572128904,26.88615838851987,24.27746523130698,0.4670579853826774,0.8160288439000867,0.08829449011225132,NS,False
PROT_0407,Uncharacterized protein 407,0.8769679426358721,20.051199181856294,20.928167124492166,0.04096618815704565,0.8160288439000867,0.08829449011225132,NS,False
PROT_0408,Uncharacterized protein 408,-2.615046923827503,27.617825529981985,25.002778606154482,0.45055597126369623,0.8160288439000867,0.08829449011225132,NS,False
PROT_0409,Uncharacterized protein 409,0.3418888395445805,26.849068283215043,27.190957122759624,0.46999224717549937,0.8160288439000867,0.08829449011225132,NS,False
PROT_0146,Uncharacterized protein 146,-2.651613220585695,24.496650855209193,21.8450376346235,0.19479993255874817,0.8160288439000867,0.08829449011225132,NS,False
PROT_0151,Uncharacterized protein 151,-0.2679648199029998,30.462003748591297,30.194038928688297,0.4483934093877575,0.8160288439000867,0.08829449011225132,NS,False
PROT_0319,Uncharacterized protein 319,-1.6795356306411762,25.065282675504253,23.385747044863077,0.4424705116119075,0.8160288439000867,0.08829449011225132,NS,False
